index,Release_Week,Region,Week,Sites_Reporting,Total_Patient_Visits,Total_ILI,Perc_Unweighted_ILI,Perc_Weighted_ILI
2828,1210,Region 2,201150,215,122198,2729,2.233,1.294
2829,1210,Region 2,201151,214,110955,2754,2.482,1.205
2830,1210,Region 2,201152,200,101939,2645,2.595,1.202
2831,1210,Region 2,201201,217,114263,2616,2.289,1.305
2832,1210,Region 2,201202,211,114669,2131,1.858,1.064
2833,1210,Region 2,201203,209,110934,2209,1.991,1.153
2834,1210,Region 2,201204,207,116611,2155,1.848,1.053
2835,1210,Region 2,201205,207,116020,2156,1.858,1.113
2836,1210,Region 2,201206,192,112266,2100,1.871,1.082
2837,1210,Region 2,201207,186,111683,2157,1.931,1.15
2838,1210,Region 2,201208,184,109854,2370,2.157,1.408
2839,1210,Region 2,201209,122,103240,1588,1.538,1.18
2840,1210,Region 2,201210,99,96771,1498,1.548,1.3
2841,1210,Region 3,201140,221,113765,1340,1.178,1.157
2842,1210,Region 3,201141,227,115344,1424,1.235,1.177
2843,1210,Region 3,201142,224,119664,1415,1.182,1.102
2844,1210,Region 3,201143,225,116377,1508,1.296,1.251
2845,1210,Region 3,201144,231,114845,1546,1.346,1.283
2846,1210,Region 3,201145,234,117628,1681,1.429,1.379
2847,1210,Region 3,201146,226,115830,1646,1.421,1.413
2848,1210,Region 3,201147,228,97638,1473,1.509,1.57
2849,1210,Region 3,201148,224,113067,1728,1.528,1.478
2850,1210,Region 3,201149,228,111003,1549,1.395,1.34
2851,1210,Region 3,201150,216,109061,1666,1.528,1.489
2852,1210,Region 3,201151,217,100900,1657,1.642,1.778
2853,1210,Region 3,201152,219,99159,1904,1.92,2.084
2854,1210,Region 3,201201,221,104930,1757,1.674,1.692
2855,1210,Region 3,201202,216,108471,1473,1.358,1.461
2856,1210,Region 3,201203,218,105872,1593,1.505,1.496
2857,1210,Region 3,201204,218,115046,1582,1.375,1.374
2858,1210,Region 3,201205,214,111445,1699,1.525,1.478
2859,1210,Region 3,201206,212,113586,1590,1.4,1.475
2860,1210,Region 3,201207,205,110646,1751,1.583,1.631
2861,1210,Region 3,201208,201,110923,1667,1.503,1.452
2862,1210,Region 3,201209,185,103506,1586,1.532,1.74
2863,1210,Region 3,201210,178,98814,1495,1.513,1.298
2864,1210,Region 4,201140,347,139242,1731,1.243,1.116
2865,1210,Region 4,201141,345,143430,1798,1.254,1.136
2866,1210,Region 4,201142,358,139756,1781,1.274,1.245
2867,1210,Region 4,201143,358,134643,1787,1.327,1.274
2868,1210,Region 4,201144,346,135907,2008,1.477,1.516
2869,1210,Region 4,201145,368,143635,2229,1.552,1.515
2870,1210,Region 4,201146,354,137578,2010,1.461,1.41
2871,1210,Region 4,201147,365,113161,1931,1.706,1.663
2872,1210,Region 4,201148,363,139305,1907,1.369,1.298
2873,1210,Region 4,201149,347,120584,2001,1.659,1.685
2874,1210,Region 4,201150,345,118623,2128,1.794,1.726
2875,1210,Region 4,201151,332,102408,2255,2.202,2.017
2876,1210,Region 4,201152,339,92241,2422,2.626,2.298
2877,1210,Region 4,201201,346,115466,2060,1.784,1.644
2878,1210,Region 4,201202,346,134754,2218,1.646,1.517
2879,1210,Region 4,201203,349,129001,2332,1.808,1.741
2880,1210,Region 4,201204,349,139799,2578,1.844,1.752
2881,1210,Region 4,201205,355,144139,2904,2.015,1.874
2882,1210,Region 4,201206,354,141766,2987,2.107,1.937
2883,1210,Region 4,201207,348,138702,3089,2.227,2.126
2884,1210,Region 4,201208,340,137691,2738,1.989,1.994
2885,1210,Region 4,201209,313,129725,2810,2.166,2.128
2886,1210,Region 4,201210,278,107551,2282,2.122,2.11
2887,1210,Region 5,201140,272,97022,1109,1.143,0.929
2888,1210,Region 5,201141,275,99132,1084,1.093,0.925
2889,1210,Region 5,201142,278,95540,1067,1.117,1.021
2890,1210,Region 5,201143,277,97081,1044,1.075,0.967
2891,1210,Region 5,201144,283,97288,1156,1.188,1.06
2892,1210,Region 5,201145,282,95273,1120,1.176,1.091
2893,1210,Region 5,201146,280,95613,1094,1.144,0.995
2894,1210,Region 5,201147,282,73268,1039,1.418,1.22
2895,1210,Region 5,201148,281,94074,1067,1.134,1.024
2896,1210,Region 5,201149,277,90030,929,1.032,0.954
2897,1210,Region 5,201150,269,82042,1015,1.237,1.101
2898,1210,Region 5,201151,263,74885,1050,1.402,1.226
2899,1210,Region 5,201152,263,67577,1245,1.842,1.523
2900,1210,Region 5,201201,269,75656,1052,1.391,1.162
2901,1210,Region 5,201202,271,87879,1123,1.278,1.136
2902,1210,Region 5,201203,267,83916,1130,1.347,1.162
2903,1210,Region 5,201204,266,90483,1257,1.389,1.23
2904,1210,Region 5,201205,251,85446,1423,1.665,1.358
2905,1210,Region 5,201206,251,87298,1386,1.588,1.365
2906,1210,Region 5,201207,253,88202,1625,1.842,1.514
2907,1210,Region 5,201208,245,88798,1905,2.145,1.718
2908,1210,Region 5,201209,222,79032,1713,2.167,1.724
2909,1210,Region 5,201210,161,60651,1286,2.12,1.776
2910,1210,Region 6,201140,155,68436,1352,1.976,1.864
2911,1210,Region 6,201141,154,67306,1207,1.793,1.669
2912,1210,Region 6,201142,162,68083,1376,2.021,1.944
2913,1210,Region 6,201143,153,69348,1388,2.001,1.872
2914,1210,Region 6,201144,164,72770,1472,2.023,1.866
2915,1210,Region 6,201145,154,69223,1420,2.051,2.007
2916,1210,Region 6,201146,156,71176,1644,2.31,2.229
2917,1210,Region 6,201147,154,55332,1296,2.342,2.143
2918,1210,Region 6,201148,153,67339,1510,2.242,2.153
2919,1210,Region 6,201149,155,59262,1239,2.091,1.991
2920,1210,Region 6,201150,149,63547,1471,2.315,2.138
2921,1210,Region 6,201151,147,58379,1380,2.364,2.24
2922,1210,Region 6,201152,140,52217,1297,2.484,2.294
2923,1210,Region 6,201201,158,63225,1434,2.268,2.123
2924,1210,Region 6,201202,152,63887,1371,2.146,2.069
2925,1210,Region 6,201203,151,64531,1444,2.238,2.182
2926,1210,Region 6,201204,154,70148,1630,2.324,2.353
2927,1210,Region 6,201205,147,68051,1696,2.492,2.581
2928,1210,Region 6,201206,150,74623,1919,2.572,2.608
2929,1210,Region 6,201207,146,70454,2135,3.03,3.086
2930,1210,Region 6,201208,147,68777,2172,3.158,3.339
2931,1210,Region 6,201209,139,74867,2534,3.385,3.545
2932,1210,Region 6,201210,116,58547,1943,3.319,3.387
2933,1210,Region 7,201140,97,25268,223,0.883,0.891
2934,1210,Region 7,201141,99,25605,211,0.824,0.852
2935,1210,Region 7,201142,99,24987,184,0.736,0.761
2936,1210,Region 7,201143,102,28461,280,0.984,0.961
2937,1210,Region 7,201144,104,27835,303,1.089,1.141
2938,1210,Region 7,201145,104,28409,255,0.898,0.909
2939,1210,Region 7,201146,102,27961,220,0.787,0.84
2940,1210,Region 7,201147,104,19581,166,0.848,0.862
2941,1210,Region 7,201148,105,28394,276,0.972,1.033
2942,1210,Region 7,201149,106,26397,212,0.803,0.822
2943,1210,Region 7,201150,99,22861,333,1.457,1.443
2944,1210,Region 7,201151,102,19694,269,1.366,1.414
2945,1210,Region 7,201152,100,18371,342,1.862,1.894
2946,1210,Region 7,201201,102,22751,313,1.376,1.48
2947,1210,Region 7,201202,104,26039,364,1.398,1.499
2948,1210,Region 7,201203,103,25804,407,1.577,1.601
2949,1210,Region 7,201204,106,28884,464,1.606,1.756
2950,1210,Region 7,201205,103,27410,641,2.339,2.599
2951,1210,Region 7,201206,98,27217,706,2.594,2.715
2952,1210,Region 7,201207,100,27327,811,2.968,3.104
2953,1210,Region 7,201208,90,25240,780,3.09,3.019
2954,1210,Region 7,201209,83,24471,851,3.478,3.533
2955,1210,Region 7,201210,69,17242,593,3.439,3.53
2956,1210,Region 8,201140,109,48192,496,1.029,1.036
2957,1210,Region 8,201141,122,52934,523,0.988,0.868
2958,1210,Region 8,201142,125,53752,514,0.956,0.861
2959,1210,Region 8,201143,123,53072,532,1.002,0.91
2960,1210,Region 8,201144,125,51939,590,1.136,0.98
2961,1210,Region 8,201145,124,51894,595,1.147,0.997
2962,1210,Region 8,201146,122,53286,611,1.147,1.056
2963,1210,Region 8,201147,126,43472,577,1.327,1.091
2964,1210,Region 8,201148,122,52121,564,1.082,0.994
2965,1210,Region 8,201149,123,50865,539,1.06,0.964
2966,1210,Region 8,201150,122,51932,607,1.169,1.05
2967,1210,Region 8,201151,121,46555,561,1.205,1.079
2968,1210,Region 8,201152,117,43902,591,1.346,1.153
2969,1210,Region 8,201201,119,48900,629,1.286,1.1
2970,1210,Region 8,201202,121,53273,699,1.312,1.165
2971,1210,Region 8,201203,121,51014,677,1.327,1.189
2972,1210,Region 8,201204,120,54205,819,1.511,1.358
2973,1210,Region 8,201205,120,53175,982,1.847,1.581
2974,1210,Region 8,201206,116,53102,999,1.881,1.637
2975,1210,Region 8,201207,120,52947,1066,2.013,1.706
2976,1210,Region 8,201208,114,52094,1144,2.196,1.926
2977,1210,Region 8,201209,111,56109,1128,2.01,1.786
2978,1210,Region 8,201210,99,48289,1054,2.183,1.932
2979,1210,Region 9,201140,205,80405,787,0.979,1.367
2980,1210,Region 9,201141,212,89422,923,1.032,1.616
2981,1210,Region 9,201142,208,84745,1072,1.265,1.899
2982,1210,Region 9,201143,212,85710,1101,1.285,1.798
2983,1210,Region 9,201144,214,78092,1231,1.576,2.032
2984,1210,Region 9,201145,216,82301,1122,1.363,1.809
2985,1210,Region 9,201146,211,88058,1382,1.569,2.18
2986,1210,Region 9,201147,215,68452,953,1.392,2.065
2987,1210,Region 9,201148,213,79138,891,1.126,1.357
2988,1210,Region 9,201149,214,74271,1229,1.655,2.223
2989,1210,Region 9,201150,216,77570,1341,1.729,2.554
2990,1210,Region 9,201151,207,60328,1214,2.012,3.048
2991,1210,Region 9,201152,203,54139,1157,2.137,3.656
2992,1210,Region 9,201201,201,60044,1261,2.1,2.98
2993,1210,Region 9,201202,204,73803,1305,1.768,2.443
2994,1210,Region 9,201203,202,69573,1260,1.811,2.3
2995,1210,Region 9,201204,203,79913,1622,2.03,2.867
2996,1210,Region 9,201205,203,71391,1830,2.563,3.198
2997,1210,Region 9,201206,197,71638,1746,2.437,2.868
2998,1210,Region 9,201207,190,67695,1808,2.671,3.198
2999,1210,Region 9,201208,183,58903,1702,2.889,3.604
3000,1210,Region 9,201209,178,61227,1592,2.6,3.186
3001,1210,Region 9,201210,141,42777,1036,2.422,2.939
3002,1210,Region 10,201140,43,13264,110,0.829,0.449
3003,1210,Region 10,201141,47,12878,126,0.978,0.715
3004,1210,Region 10,201142,48,13781,109,0.791,0.543
3005,1210,Region 10,201143,52,14456,135,0.934,0.715
3006,1210,Region 10,201144,51,13173,154,1.169,0.961
3007,1210,Region 10,201145,47,13023,136,1.044,0.774
3008,1210,Region 10,201146,47,13182,161,1.221,0.919
3009,1210,Region 10,201147,49,9498,119,1.253,1.275
3010,1210,Region 10,201148,49,13785,167,1.211,0.836
3011,1210,Region 10,201149,49,13357,121,0.906,0.62
3012,1210,Region 10,201150,46,10962,158,1.441,1.26
3013,1210,Region 10,201151,47,9518,137,1.439,1.597
3014,1210,Region 10,201152,49,8475,163,1.923,2.002
3015,1210,Region 10,201201,47,9965,149,1.495,1.605
3016,1210,Region 10,201202,45,11730,126,1.074,0.983
3017,1210,Region 10,201203,45,9967,150,1.505,1.477
3018,1210,Region 10,201204,48,11861,198,1.669,1.38
3019,1210,Region 10,201205,50,12397,226,1.823,1.869
3020,1210,Region 10,201206,47,12402,200,1.613,1.666
3021,1210,Region 10,201207,48,11809,280,2.371,2.074
3022,1210,Region 10,201208,41,11357,208,1.831,1.8
3023,1210,Region 10,201209,41,10438,256,2.453,2.223
3024,1210,Region 10,201210,33,8074,196,2.428,2.305
3025,1211,National,201140,1824,759996,9099,1.197,1.13
3026,1211,National,201141,1859,777783,9565,1.23,1.168
3027,1211,National,201142,1876,775509,9711,1.252,1.26
3028,1211,National,201143,1873,773314,10029,1.297,1.266
3029,1211,National,201144,1894,768208,11132,1.449,1.41
3030,1211,National,201145,1911,782178,11277,1.442,1.385
3031,1211,National,201146,1868,784608,11442,1.458,1.442
3032,1211,National,201147,1888,622518,10199,1.638,1.549
3033,1211,National,201148,1875,766804,11209,1.462,1.312
3034,1211,National,201149,1868,721366,10945,1.517,1.463
3035,1211,National,201150,1837,712244,11900,1.671,1.639
3036,1211,National,201151,1814,631394,11743,1.86,1.842
3037,1211,National,201152,1782,572662,12172,2.126,2.126
3038,1211,National,201201,1844,659089,11691,1.774,1.74
3039,1211,National,201202,1831,723467,11273,1.558,1.55
3040,1211,National,201203,1826,697850,11644,1.669,1.63
3041,1211,National,201204,1831,761559,12814,1.683,1.742
3042,1211,National,201205,1809,747984,14044,1.878,1.937
3043,1211,National,201206,1785,755369,14169,1.876,1.904
3044,1211,National,201207,1776,742524,15327,2.064,2.136
3045,1211,National,201208,1722,717439,15320,2.135,2.244
3046,1211,National,201209,1595,712119,14882,2.09,2.235
3047,1211,National,201210,1509,656937,13845,2.108,2.205
3048,1211,National,201211,1313,572404,12655,2.211,2.361
3049,1211,Region 1,201140,148,50977,280,0.549,0.446
3050,1211,Region 1,201141,153,49158,401,0.816,0.699
3051,1211,Region 1,201142,157,55219,381,0.69,0.638
3052,1211,Region 1,201143,157,55737,432,0.775,0.681
3053,1211,Region 1,201144,155,55082,450,0.817,0.688
3054,1211,Region 1,201145,160,57355,471,0.821,0.733
3055,1211,Region 1,201146,157,58653,390,0.665,0.591
3056,1211,Region 1,201147,152,37901,335,0.884,0.679
3057,1211,Region 1,201148,156,57676,431,0.747,0.628
3058,1211,Region 1,201149,151,52505,377,0.718,0.632
3059,1211,Region 1,201150,157,53104,447,0.842,0.792
3060,1211,Region 1,201151,160,45146,447,0.99,0.868
3061,1211,Region 1,201152,150,34543,406,1.175,1.004
3062,1211,Region 1,201201,160,43427,419,0.965,0.913
3063,1211,Region 1,201202,156,48411,454,0.938,0.805
3064,1211,Region 1,201203,155,46553,433,0.93,0.843
3065,1211,Region 1,201204,152,53519,486,0.908,0.826
3066,1211,Region 1,201205,150,53532,446,0.833,0.756
3067,1211,Region 1,201206,152,53243,439,0.825,0.812
3068,1211,Region 1,201207,153,53167,445,0.837,0.884
3069,1211,Region 1,201208,138,40832,403,0.987,1.01
3070,1211,Region 1,201209,131,45613,373,0.818,0.882
3071,1211,Region 1,201210,130,44502,333,0.748,0.831
3072,1211,Region 1,201211,110,34128,271,0.794,0.866
3073,1211,Region 2,201140,227,123425,1671,1.354,0.912
3074,1211,Region 2,201141,225,122574,1868,1.524,0.954
3075,1211,Region 2,201142,217,119982,1812,1.51,0.931
3076,1211,Region 2,201143,214,118429,1822,1.538,0.92
3077,1211,Region 2,201144,221,121277,2222,1.832,1.154
3078,1211,Region 2,201145,222,123437,2248,1.821,1.076
3079,1211,Region 2,201146,212,123159,2284,1.855,1.156
3080,1211,Region 2,201147,211,103897,2305,2.219,1.282
3081,1211,Region 2,201148,207,121585,2662,2.189,1.293
3082,1211,Region 2,201149,216,122756,2744,2.235,1.346
3083,1211,Region 2,201150,215,122198,2729,2.233,1.294
3084,1211,Region 2,201151,215,113206,2773,2.45,1.192
3085,1211,Region 2,201152,200,101939,2645,2.595,1.202
3086,1211,Region 2,201201,217,114263,2616,2.289,1.305
3087,1211,Region 2,201202,211,114669,2131,1.858,1.064
3088,1211,Region 2,201203,209,110934,2209,1.991,1.153
3089,1211,Region 2,201204,207,116611,2155,1.848,1.053
3090,1211,Region 2,201205,207,116020,2156,1.858,1.113
3091,1211,Region 2,201206,193,112585,2100,1.865,1.076
3092,1211,Region 2,201207,190,112249,2157,1.922,1.138
3093,1211,Region 2,201208,189,111197,2375,2.136,1.371
3094,1211,Region 2,201209,129,105126,1594,1.516,1.139
3095,1211,Region 2,201210,117,102381,1548,1.512,1.204
3096,1211,Region 2,201211,99,97758,1702,1.741,1.247
3097,1211,Region 3,201140,221,113765,1340,1.178,1.157
3098,1211,Region 3,201141,227,115344,1424,1.235,1.177
3099,1211,Region 3,201142,224,119664,1415,1.182,1.102
3100,1211,Region 3,201143,225,116377,1508,1.296,1.251
3101,1211,Region 3,201144,231,114845,1546,1.346,1.283
3102,1211,Region 3,201145,234,117628,1681,1.429,1.379
3103,1211,Region 3,201146,226,115830,1646,1.421,1.413
3104,1211,Region 3,201147,228,97638,1473,1.509,1.57
3105,1211,Region 3,201148,224,113067,1728,1.528,1.478
3106,1211,Region 3,201149,228,111003,1549,1.395,1.34
3107,1211,Region 3,201150,217,109091,1666,1.527,1.488
3108,1211,Region 3,201151,218,100933,1657,1.642,1.777
3109,1211,Region 3,201152,220,99184,1904,1.92,2.082
3110,1211,Region 3,201201,222,104962,1757,1.674,1.69
3111,1211,Region 3,201202,217,108499,1473,1.358,1.46
3112,1211,Region 3,201203,220,105945,1593,1.504,1.493
3113,1211,Region 3,201204,220,115274,1582,1.372,1.366
3114,1211,Region 3,201205,215,111462,1699,1.524,1.477
3115,1211,Region 3,201206,213,113625,1590,1.399,1.474
3116,1211,Region 3,201207,208,111055,1752,1.578,1.623
3117,1211,Region 3,201208,205,111693,1667,1.492,1.428
3118,1211,Region 3,201209,192,105018,1588,1.512,1.654
3119,1211,Region 3,201210,194,104586,1602,1.532,1.542
3120,1211,Region 3,201211,177,98750,1448,1.466,1.696
3121,1211,Region 4,201140,347,139242,1731,1.243,1.116
3122,1211,Region 4,201141,345,143430,1798,1.254,1.136
3123,1211,Region 4,201142,358,139756,1781,1.274,1.245
3124,1211,Region 4,201143,358,134643,1787,1.327,1.274
3125,1211,Region 4,201144,346,135907,2008,1.477,1.516
3126,1211,Region 4,201145,368,143635,2229,1.552,1.515
3127,1211,Region 4,201146,354,137578,2010,1.461,1.41
3128,1211,Region 4,201147,365,113161,1931,1.706,1.663
3129,1211,Region 4,201148,363,139305,1907,1.369,1.298
3130,1211,Region 4,201149,347,120584,2001,1.659,1.685
3131,1211,Region 4,201150,345,118623,2128,1.794,1.726
3132,1211,Region 4,201151,332,102408,2255,2.202,2.017
3133,1211,Region 4,201152,339,92241,2422,2.626,2.298
3134,1211,Region 4,201201,347,115529,2060,1.783,1.643
3135,1211,Region 4,201202,347,134823,2218,1.645,1.517
3136,1211,Region 4,201203,350,129075,2332,1.807,1.74
3137,1211,Region 4,201204,350,139867,2578,1.843,1.751
3138,1211,Region 4,201205,356,144219,2905,2.014,1.873
3139,1211,Region 4,201206,355,141832,2987,2.106,1.936
3140,1211,Region 4,201207,352,139314,3115,2.236,2.137
3141,1211,Region 4,201208,348,140289,2822,2.012,2.008
3142,1211,Region 4,201209,327,134672,2892,2.147,2.097
3143,1211,Region 4,201210,311,122450,2849,2.327,2.264
3144,1211,Region 4,201211,274,100364,2226,2.218,2.012
3145,1211,Region 5,201140,272,97022,1109,1.143,0.929
3146,1211,Region 5,201141,275,99132,1084,1.093,0.925
3147,1211,Region 5,201142,278,95540,1067,1.117,1.021
3148,1211,Region 5,201143,277,97081,1044,1.075,0.967
3149,1211,Region 5,201144,283,97288,1156,1.188,1.06
3150,1211,Region 5,201145,282,95273,1120,1.176,1.091
3151,1211,Region 5,201146,280,95613,1094,1.144,0.995
3152,1211,Region 5,201147,282,73268,1039,1.418,1.22
3153,1211,Region 5,201148,281,94074,1067,1.134,1.024
3154,1211,Region 5,201149,277,90030,929,1.032,0.954
3155,1211,Region 5,201150,269,82042,1015,1.237,1.101
3156,1211,Region 5,201151,263,74885,1050,1.402,1.226
3157,1211,Region 5,201152,263,67577,1245,1.842,1.523
3158,1211,Region 5,201201,269,75656,1052,1.391,1.162
3159,1211,Region 5,201202,271,87879,1123,1.278,1.136
3160,1211,Region 5,201203,267,83916,1130,1.347,1.162
3161,1211,Region 5,201204,266,90483,1257,1.389,1.23
3162,1211,Region 5,201205,251,85446,1423,1.665,1.358
3163,1211,Region 5,201206,251,87298,1386,1.588,1.365
3164,1211,Region 5,201207,254,88392,1629,1.843,1.516
3165,1211,Region 5,201208,247,89086,1917,2.152,1.728
3166,1211,Region 5,201209,227,80131,1722,2.149,1.709
3167,1211,Region 5,201210,205,75942,1973,2.598,1.944
3168,1211,Region 5,201211,183,60831,1626,2.673,2.17
3169,1211,Region 6,201140,155,68436,1352,1.976,1.864
3170,1211,Region 6,201141,154,67306,1207,1.793,1.669
3171,1211,Region 6,201142,162,68083,1376,2.021,1.944
3172,1211,Region 6,201143,153,69348,1388,2.001,1.872
3173,1211,Region 6,201144,164,72770,1472,2.023,1.866
3174,1211,Region 6,201145,154,69223,1420,2.051,2.007
3175,1211,Region 6,201146,156,71176,1644,2.31,2.229
3176,1211,Region 6,201147,154,55332,1296,2.342,2.143
3177,1211,Region 6,201148,153,67339,1510,2.242,2.153
3178,1211,Region 6,201149,155,59262,1239,2.091,1.991
3179,1211,Region 6,201150,149,63547,1471,2.315,2.138
3180,1211,Region 6,201151,147,58379,1380,2.364,2.24
3181,1211,Region 6,201152,140,52217,1297,2.484,2.294
3182,1211,Region 6,201201,158,63225,1434,2.268,2.123
3183,1211,Region 6,201202,152,63887,1371,2.146,2.069
3184,1211,Region 6,201203,151,64531,1444,2.238,2.182
3185,1211,Region 6,201204,155,70282,1630,2.319,2.348
3186,1211,Region 6,201205,149,68286,1696,2.484,2.571
3187,1211,Region 6,201206,154,74885,1920,2.564,2.599
3188,1211,Region 6,201207,150,70841,2135,3.014,3.069
3189,1211,Region 6,201208,152,69210,2183,3.154,3.334
3190,1211,Region 6,201209,146,75508,2541,3.365,3.522
3191,1211,Region 6,201210,138,63090,2092,3.316,3.435
3192,1211,Region 6,201211,130,63061,2484,3.939,4.325
3193,1211,Region 7,201140,97,25268,223,0.883,0.891
3194,1211,Region 7,201141,99,25605,211,0.824,0.852
3195,1211,Region 7,201142,99,24987,184,0.736,0.761
3196,1211,Region 7,201143,102,28461,280,0.984,0.961
3197,1211,Region 7,201144,104,27835,303,1.089,1.141
3198,1211,Region 7,201145,104,28409,255,0.898,0.909
3199,1211,Region 7,201146,102,27961,220,0.787,0.84
3200,1211,Region 7,201147,104,19581,166,0.848,0.862
3201,1211,Region 7,201148,105,28394,276,0.972,1.033
3202,1211,Region 7,201149,106,26397,212,0.803,0.822
3203,1211,Region 7,201150,99,22861,333,1.457,1.443
3204,1211,Region 7,201151,102,19694,269,1.366,1.414
3205,1211,Region 7,201152,100,18371,342,1.862,1.894
3206,1211,Region 7,201201,102,22751,313,1.376,1.48
3207,1211,Region 7,201202,104,26039,364,1.398,1.499
3208,1211,Region 7,201203,103,25804,407,1.577,1.601
3209,1211,Region 7,201204,106,28884,464,1.606,1.756
3210,1211,Region 7,201205,103,27410,641,2.339,2.599
3211,1211,Region 7,201206,101,27979,742,2.652,2.815
3212,1211,Region 7,201207,103,28052,839,2.991,3.166
3213,1211,Region 7,201208,95,26128,805,3.081,3.064
3214,1211,Region 7,201209,92,26506,906,3.418,3.448
3215,1211,Region 7,201210,87,24633,833,3.382,3.306
3216,1211,Region 7,201211,74,19512,508,2.604,2.486
3217,1211,Region 8,201140,109,48192,496,1.029,1.036
3218,1211,Region 8,201141,122,52934,523,0.988,0.868
3219,1211,Region 8,201142,125,53752,514,0.956,0.861
3220,1211,Region 8,201143,123,53072,532,1.002,0.91
3221,1211,Region 8,201144,125,51939,590,1.136,0.98
3222,1211,Region 8,201145,124,51894,595,1.147,0.997
3223,1211,Region 8,201146,122,53286,611,1.147,1.056
3224,1211,Region 8,201147,126,43472,577,1.327,1.091
3225,1211,Region 8,201148,122,52121,564,1.082,0.994
3226,1211,Region 8,201149,123,50865,539,1.06,0.964
3227,1211,Region 8,201150,122,51932,607,1.169,1.05
3228,1211,Region 8,201151,121,46555,561,1.205,1.079
3229,1211,Region 8,201152,117,43902,591,1.346,1.153
3230,1211,Region 8,201201,119,48900,629,1.286,1.1
3231,1211,Region 8,201202,121,53273,699,1.312,1.165
3232,1211,Region 8,201203,121,51014,677,1.327,1.189
3233,1211,Region 8,201204,120,54205,819,1.511,1.358
3234,1211,Region 8,201205,120,53175,982,1.847,1.581
3235,1211,Region 8,201206,116,53110,999,1.881,1.637
3236,1211,Region 8,201207,120,53065,1067,2.011,1.703
3237,1211,Region 8,201208,114,52179,1144,2.192,1.924
3238,1211,Region 8,201209,114,58225,1174,2.016,1.775
3239,1211,Region 8,201210,111,52704,1136,2.155,1.935
3240,1211,Region 8,201211,100,46725,1214,2.598,2.446
3241,1211,Region 9,201140,205,80405,787,0.979,1.367
3242,1211,Region 9,201141,212,89422,923,1.032,1.616
3243,1211,Region 9,201142,208,84745,1072,1.265,1.899
3244,1211,Region 9,201143,212,85710,1101,1.285,1.798
3245,1211,Region 9,201144,214,78092,1231,1.576,2.032
3246,1211,Region 9,201145,216,82301,1122,1.363,1.809
3247,1211,Region 9,201146,212,88170,1382,1.567,2.18
3248,1211,Region 9,201147,217,68770,958,1.393,2.066
3249,1211,Region 9,201148,215,79458,897,1.129,1.359
3250,1211,Region 9,201149,216,74607,1234,1.654,2.224
3251,1211,Region 9,201150,218,77884,1346,1.728,2.556
3252,1211,Region 9,201151,209,60670,1214,2.001,3.046
3253,1211,Region 9,201152,204,54213,1157,2.134,3.656
3254,1211,Region 9,201201,203,60411,1262,2.089,2.977
3255,1211,Region 9,201202,207,74257,1314,1.77,2.449
3256,1211,Region 9,201203,205,70111,1269,1.81,2.307
3257,1211,Region 9,201204,207,80573,1645,2.042,2.895
3258,1211,Region 9,201205,208,76037,1870,2.459,3.175
3259,1211,Region 9,201206,203,78403,1806,2.303,2.841
3260,1211,Region 9,201207,197,74117,1900,2.564,3.172
3261,1211,Region 9,201208,192,65197,1789,2.744,3.587
3262,1211,Region 9,201209,192,68846,1817,2.639,3.184
3263,1211,Region 9,201210,174,55500,1228,2.213,2.556
3264,1211,Region 9,201211,136,45594,1039,2.279,2.673
3265,1211,Region 10,201140,43,13264,110,0.829,0.449
3266,1211,Region 10,201141,47,12878,126,0.978,0.715
3267,1211,Region 10,201142,48,13781,109,0.791,0.543
3268,1211,Region 10,201143,52,14456,135,0.934,0.715
3269,1211,Region 10,201144,51,13173,154,1.169,0.961
3270,1211,Region 10,201145,47,13023,136,1.044,0.774
3271,1211,Region 10,201146,47,13182,161,1.221,0.919
3272,1211,Region 10,201147,49,9498,119,1.253,1.275
3273,1211,Region 10,201148,49,13785,167,1.211,0.836
3274,1211,Region 10,201149,49,13357,121,0.906,0.62
3275,1211,Region 10,201150,46,10962,158,1.441,1.26
3276,1211,Region 10,201151,47,9518,137,1.439,1.597
3277,1211,Region 10,201152,49,8475,163,1.923,2.002
3278,1211,Region 10,201201,47,9965,149,1.495,1.605
3279,1211,Region 10,201202,45,11730,126,1.074,0.983
3280,1211,Region 10,201203,45,9967,150,1.505,1.477
3281,1211,Region 10,201204,48,11861,198,1.669,1.38
3282,1211,Region 10,201205,50,12397,226,1.823,1.869
3283,1211,Region 10,201206,47,12409,200,1.612,1.665
3284,1211,Region 10,201207,49,12272,288,2.347,2.04
3285,1211,Region 10,201208,42,11628,215,1.849,1.8
3286,1211,Region 10,201209,45,12474,275,2.205,1.988
3287,1211,Region 10,201210,42,11149,251,2.251,2.318
3288,1211,Region 10,201211,30,5681,137,2.412,3.199
3289,1212,National,201140,1826,760374,9112,1.198,1.133
3290,1212,National,201141,1861,777989,9576,1.231,1.171
3291,1212,National,201142,1878,775749,9721,1.253,1.263
3292,1212,National,201143,1875,773551,10055,1.3,1.274
3293,1212,National,201144,1896,768441,11149,1.451,1.415
3294,1212,National,201145,1913,782387,11288,1.443,1.388
3295,1212,National,201146,1870,784847,11451,1.459,1.443
3296,1212,National,201147,1890,622654,10208,1.639,1.553
3297,1212,National,201148,1877,766992,11220,1.463,1.316
3298,1212,National,201149,1870,721622,10949,1.517,1.462
3299,1212,National,201150,1839,712382,11904,1.671,1.639
